name,format,played,wins,losses,first_played,last_played,lowest_rating,highest_rating,rating_list,pokemon_used
absol28867,[Gen 2] NU,1,0,1,2020-07-22 01:14:14,2020-07-22 01:14:14,,,,"{'Golbat': 1, 'Dewgong': 1, 'Wigglytuff': 1, 'Primeape': 1, 'Houndour': 1, 'Pupitar': 1}"
acid31107,[Gen 2] NU,1,1,0,2018-11-25 00:12:23,2018-11-25 00:12:23,,,,"{'Ledian': 1, 'Pineco': 1, 'Cubone': 1, 'Voltorb': 1, 'Gastly': 1}"
acidarmor93650,[Gen 2] NU,3,2,1,2024-03-07 22:46:38,2024-03-07 22:46:52,,,,"{'Mankey': 2, 'Elekid': 3, 'Staryu': 3, 'Voltorb': 1, 'Porygon': 2, 'Houndour': 2, 'Pineco': 1, 'Diglett': 2}"
acupressure5238,[Gen 2] NU,8,2,6,2018-11-12 00:23:01,2020-05-26 19:27:21,1020.0,1034.0,"[1020.0, 1034.0]","{'Graveler': 2, ""Farfetch'D"": 1, 'Parasect': 1, 'Flareon': 1, 'Feraligatr': 2, 'Hitmontop': 1, 'Mantine': 3, 'Dugtrio': 3, 'Shuckle': 3, 'Delibird': 3, 'Lickitung': 4, 'Tangela': 4, 'Pineco': 4, 'Noctowl': 1, 'Poliwrath': 1, 'Sudowoodo': 2, 'Raichu': 2, 'Octillery': 1, 'Houndour': 1, 'Xatu': 3, 'Stantler': 1, 'Dewgong': 1, 'Dragonair': 1, 'Sunflora': 1, 'Gastly': 1}"
adamantorb36589,[Gen 2] NU,1,0,1,2020-05-22 19:33:44,2020-05-22 19:33:44,,,,"{'Seadra': 1, 'Chinchou': 1, 'Rapidash': 1, 'Lickitung': 1, 'Weezing': 1, 'Xatu': 1}"
adaptability73331,[Gen 2] NU,2,1,1,2020-08-18 21:10:50,2020-08-24 17:20:43,,,,"{'Ditto': 1, 'Sudowoodo': 1, 'Wigglytuff': 1, 'Octillery': 1, 'Kingler': 1, 'Dugtrio': 1, 'Pineco': 1, 'Flaaffy': 1, 'Dunsparce': 1, 'Xatu': 1}"
aggron60452,[Gen 2] NU,3,3,0,2018-05-20 23:47:41,2019-06-23 10:03:46,,,,"{'Sneasel': 2, 'Elekid': 2, 'Poliwhirl': 2, 'Corsola': 2, 'Noctowl': 2, 'Ivysaur': 2, 'Dugtrio': 1, 'Rapidash': 1, 'Pineco': 1, 'Poliwrath': 1, 'Fearow': 1, 'Xatu': 1}"
aguavberry30217,[Gen 2] NU,1,0,1,2020-04-14 20:40:29,2020-04-14 20:40:29,,,,"{'Dewgong': 1, 'Beedrill': 1, ""Farfetch'D"": 1, 'Butterfree': 1, 'Flareon': 1, 'Xatu': 1}"
aircutter24151,[Gen 2] NU,9,4,5,2023-12-03 20:38:43,2025-05-17 15:09:31,,,,"{'Octillery': 6, 'Chinchou': 2, 'Pineco': 5, 'Primeape': 3, 'Sudowoodo': 3, 'Xatu': 5, 'Graveler': 2, 'Stantler': 5, 'Weezing': 6, 'Porygon': 1, 'Kingler': 1, 'Dewgong': 1, 'Gloom': 1, 'Wigglytuff': 2, 'Flareon': 2, 'Dugtrio': 1, 'Fearow': 2, 'Lickitung': 1, 'Persian': 2, 'Magmar': 1, 'Magnemite': 2}"
alakazam57294,[Gen 2] NU,1,0,1,2023-01-28 06:54:05,2023-01-28 06:54:05,,,,"{'Stantler': 1, 'Magnemite': 1, 'Dewgong': 1, 'Pineco': 1, 'Ninetales': 1, 'Xatu': 1}"
alakazammega2287,[Gen 2] NU,4,0,4,2020-07-28 23:07:51,2020-08-06 14:47:50,,,,"{'Mantine': 4, 'Parasect': 4, 'Delibird': 4, 'Flareon': 4, 'Lickitung': 4, 'Xatu': 4}"
alakazammega81122,[Gen 2] NU,6,4,2,2020-08-17 17:05:54,2020-08-19 18:08:54,,,,"{'Kingler': 5, 'Dugtrio': 5, 'Pineco': 5, 'Wigglytuff': 6, 'Weezing': 5, 'Ninetales': 5}"
